AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 9 Id	Sensor 9 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 10 Id	Sensor 10 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 11 Id	Sensor 11 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 12 Id	Sensor 12 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 13 Id	Sensor 13 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 14 Id	Sensor 14 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 15 Id	Sensor 15 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 16 Id	Sensor 16 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.299000	35.000000	6594.000000	0.000000	55.000000	45.188560	69.305061	-170.703600	0.341629	-0.824965	-0.229408	0.387420	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.096210	66.164673	-196.363880	0.738291	0.671770	-0.060426	-0.000000	9.000000	55.000000	-44.808739	-46.437222	-95.972359	0.404963	0.904825	0.131518	-0.000000	10.000000	55.000000	-50.350960	-69.697044	-225.134460	0.948654	-0.146784	0.280195	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.610718	77.328201	-162.728620	0.681393	-0.100346	0.725007	-0.000000	14.000000	55.000000	-84.544670	69.056404	-209.570300	0.742079	-0.176417	0.646681	0.000000	15.000000	55.000000	-88.579514	94.247864	-191.605640	0.700650	-0.119398	0.703444	-0.000000
0.309000	36.000000	6814.000000	0.000000	55.000000	45.176037	69.299332	-170.762560	0.341436	-0.825022	-0.229360	0.387497	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.104523	66.104942	-196.426880	0.738511	0.671530	-0.060408	-0.000000	9.000000	55.000000	-44.795010	-46.433254	-95.986549	0.405041	0.904779	0.131591	0.000000	10.000000	55.000000	-50.375088	-69.729210	-225.152540	0.948564	-0.147060	0.280357	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.609337	77.365417	-162.789020	0.681352	-0.100264	0.725056	-0.000000	14.000000	55.000000	-84.522736	69.174377	-209.626110	0.742114	-0.176122	0.646721	-0.000000	15.000000	55.000000	-88.602638	94.327965	-191.654820	0.700573	-0.119263	0.703544	0.000000
0.319000	37.000000	7034.000000	0.000000	55.000000	45.178062	69.300484	-170.806110	0.341898	-0.824846	-0.229100	0.387618	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.111393	66.078789	-196.471530	0.738628	0.671404	-0.060380	0.000000	9.000000	55.000000	-44.781929	-46.420715	-95.999077	0.405075	0.904779	0.131485	0.000000	10.000000	55.000000	-50.314064	-69.858627	-225.155750	0.948534	-0.147805	0.280065	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.632256	77.334373	-162.849960	0.681269	-0.100471	0.725106	-0.000000	14.000000	55.000000	-84.576279	69.176956	-209.627140	0.741978	-0.176181	0.646860	0.000000	15.000000	55.000000	-88.626923	94.369583	-191.724030	0.700526	-0.119247	0.703594	0.000000
0.329000	38.000000	7254.000000	0.000000	55.000000	45.154289	69.293434	-170.841260	0.342111	-0.824680	-0.228965	0.387862	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.038830	66.068367	-196.558790	0.738743	0.671296	-0.060180	0.000000	9.000000	55.000000	-44.765980	-46.418945	-96.009438	0.405151	0.904745	0.131492	-0.000000	10.000000	55.000000	-50.256104	-69.878235	-225.165650	0.948620	-0.147810	0.279772	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.631523	77.313141	-162.879900	0.681226	-0.100604	0.725127	0.000000	14.000000	55.000000	-84.615089	69.152328	-209.645160	0.741853	-0.176322	0.646966	-0.000000	15.000000	55.000000	-88.660507	94.419571	-191.794270	0.700462	-0.119325	0.703644	0.000000
0.339000	39.000000	7475.000000	0.000000	55.000000	45.144875	69.293373	-170.860890	0.341837	-0.824755	-0.229063	0.387887	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.063232	66.048042	-196.585250	0.738826	0.671194	-0.060289	0.000000	9.000000	55.000000	-44.759575	-46.411652	-96.014267	0.405149	0.904738	0.131541	-0.000000	10.000000	55.000000	-50.198460	-69.835724	-225.206160	0.948730	-0.147531	0.279547	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.636116	77.281448	-162.904130	0.681188	-0.100684	0.725152	0.000000	14.000000	55.000000	-84.735970	69.297020	-209.651250	0.741605	-0.176107	0.647309	0.000000	15.000000	55.000000	-88.715088	94.555878	-191.851430	0.700389	-0.119236	0.703731	0.000000
0.349000	40.000000	7695.000000	0.000000	55.000000	45.151867	69.296745	-170.865220	0.341648	-0.824866	-0.229143	0.387771	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.009853	66.005470	-196.613820	0.738962	0.671056	-0.060152	-0.000000	9.000000	55.000000	-44.755829	-46.421684	-96.035522	0.405210	0.904713	0.131524	-0.000000	10.000000	55.000000	-50.165424	-69.707077	-225.217580	0.948852	-0.146881	0.279476	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.645859	77.299362	-162.913100	0.681144	-0.100670	0.725195	0.000000	14.000000	55.000000	-84.766724	69.216812	-209.647320	0.741520	-0.176421	0.647321	-0.000000	15.000000	55.000000	-88.716568	94.543816	-191.957960	0.700426	-0.119267	0.703689	0.000000
0.359000	41.000000	7915.000000	0.000000	55.000000	45.151478	69.276375	-170.880230	0.341438	-0.824976	-0.229114	0.387740	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.008144	66.000900	-196.600330	0.738962	0.671057	-0.060153	-0.000000	9.000000	55.000000	-44.754742	-46.430931	-96.048004	0.405241	0.904717	0.131403	0.000000	10.000000	55.000000	-50.189484	-69.682442	-225.242920	0.948841	-0.146639	0.279640	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.642532	77.308502	-162.907000	0.681119	-0.100591	0.725230	-0.000000	14.000000	55.000000	-84.745026	69.208664	-209.626820	0.741529	-0.176376	0.647322	-0.000000	15.000000	55.000000	-88.705971	94.543205	-191.971190	0.700419	-0.119100	0.703725	0.000000
0.368900	42.000000	8135.000000	0.000000	55.000000	45.161949	69.267143	-170.865810	0.341172	-0.825109	-0.229228	0.387623	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.037544	65.995369	-196.629500	0.738956	0.671056	-0.060226	0.000000	9.000000	55.000000	-44.754341	-46.436348	-96.048798	0.405237	0.904718	0.131408	-0.000000	10.000000	55.000000	-50.177582	-69.671165	-225.272290	0.948872	-0.146555	0.279579	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.636230	77.290413	-162.929460	0.681147	-0.100551	0.725209	0.000000	14.000000	55.000000	-84.713989	69.237907	-209.565600	0.741531	-0.176262	0.647351	0.000000	15.000000	55.000000	-88.731354	94.757065	-191.968550	0.700399	-0.118662	0.703819	0.000000
0.379000	43.000000	8356.000000	0.000000	55.000000	45.173428	69.279190	-170.853230	0.341039	-0.825164	-0.229425	0.387506	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.029541	66.007973	-196.621290	0.738877	0.671140	-0.060263	-0.000000	9.000000	55.000000	-44.765598	-46.462063	-96.054535	0.405288	0.904708	0.131320	-0.000000	10.000000	55.000000	-50.145115	-69.648933	-225.260880	0.948922	-0.146378	0.279500	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.636871	77.229103	-162.930800	0.681141	-0.100648	0.725201	-0.000000	14.000000	55.000000	-84.743530	69.350487	-209.626220	0.741531	-0.176070	0.647403	0.000000	15.000000	55.000000	-88.744522	94.817688	-191.937070	0.700352	-0.118532	0.703888	0.000000
0.388900	44.000000	8576.000000	0.000000	55.000000	45.151436	69.281067	-170.855790	0.341480	-0.824939	-0.229359	0.387635	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.023846	66.017128	-196.576420	0.738773	0.671255	-0.060265	0.000000	9.000000	55.000000	-44.765800	-46.485458	-96.061035	0.405287	0.904705	0.131344	0.000000	10.000000	55.000000	-50.233192	-69.645462	-225.265960	0.948813	-0.146279	0.279921	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.624611	77.194649	-162.942700	0.681188	-0.100687	0.725152	-0.000000	14.000000	55.000000	-84.752403	69.462982	-209.717150	0.741624	-0.175844	0.647358	0.000000	15.000000	55.000000	-88.755554	94.784309	-191.930070	0.700308	-0.118560	0.703926	-0.000000
0.399000	45.000000	8797.000000	0.000000	55.000000	45.140049	69.281952	-170.854580	0.341803	-0.824779	-0.229341	0.387702	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.086521	66.039368	-196.571640	0.738636	0.671393	-0.060400	0.000000	9.000000	55.000000	-44.769962	-46.510384	-96.055717	0.405292	0.904687	0.131455	-0.000000	10.000000	55.000000	-50.244774	-69.661942	-225.277680	0.948812	-0.146228	0.279953	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.604210	77.115875	-162.931640	0.681235	-0.100823	0.725089	0.000000	14.000000	55.000000	-84.677559	69.496498	-209.660800	0.741789	-0.175537	0.647253	0.000000	15.000000	55.000000	-88.750809	94.748840	-191.915160	0.700321	-0.118569	0.703912	0.000000
0.408900	46.000000	9017.000000	0.000000	55.000000	45.132481	69.272743	-170.827320	0.341997	-0.824648	-0.229375	0.387790	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.059151	66.031830	-196.592560	0.738597	0.671439	-0.060366	-0.000000	9.000000	55.000000	-44.763771	-46.540981	-96.063759	0.405285	0.904685	0.131490	0.000000	10.000000	55.000000	-50.180660	-69.645180	-225.305150	0.948918	-0.146030	0.279696	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.630653	77.061348	-162.930150	0.681201	-0.101048	0.725089	0.000000	14.000000	55.000000	-84.690941	69.356155	-209.574630	0.741716	-0.175831	0.647257	0.000000	15.000000	55.000000	-88.778847	94.668579	-191.935580	0.700302	-0.118832	0.703887	0.000000
0.419000	47.000000	9238.000000	0.000000	55.000000	45.107220	69.244400	-170.827210	0.341430	-0.824828	-0.229550	0.387802	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.068047	66.050682	-196.589520	0.738486	0.671557	-0.060413	0.000000	9.000000	55.000000	-44.756393	-46.562195	-96.059494	0.405218	0.904696	0.131623	-0.000000	10.000000	55.000000	-50.248150	-69.445816	-225.296600	0.948944	-0.144854	0.280217	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.631226	77.106201	-162.928340	0.681244	-0.100914	0.725067	0.000000	14.000000	55.000000	-84.673912	69.249344	-209.495180	0.741672	-0.175970	0.647269	-0.000000	15.000000	55.000000	-88.807091	94.718590	-191.876500	0.700216	-0.118896	0.703961	0.000000
0.428900	48.000000	9458.000000	0.000000	55.000000	45.113590	69.207687	-170.827580	0.340818	-0.825130	-0.229675	0.387625	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.082397	66.072197	-196.582000	0.738353	0.671699	-0.060457	0.000000	9.000000	55.000000	-44.763771	-46.588768	-96.050690	0.405158	0.904722	0.131627	0.000000	10.000000	55.000000	-50.264095	-69.496880	-225.270770	0.948883	-0.145060	0.280317	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.627045	77.127388	-162.939580	0.681296	-0.100771	0.725039	-0.000000	14.000000	55.000000	-84.647972	69.316154	-209.479710	0.741762	-0.175655	0.647252	0.000000	15.000000	55.000000	-88.749245	94.585754	-191.857910	0.700311	-0.118966	0.703854	0.000000
0.438900	49.000000	9678.000000	0.000000	55.000000	45.101559	69.164482	-170.813110	0.340596	-0.825211	-0.229678	0.387646	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.055553	66.022873	-196.555190	0.738386	0.671670	-0.060380	0.000000	9.000000	55.000000	-44.758671	-46.626015	-96.051651	0.405154	0.904715	0.131684	-0.000000	10.000000	55.000000	-50.271732	-69.618271	-225.200360	0.948760	-0.145712	0.280398	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.625710	77.175835	-162.927380	0.681324	-0.100588	0.725038	0.000000	14.000000	55.000000	-84.648232	69.251617	-209.432360	0.741756	-0.175935	0.647182	0.000000	15.000000	55.000000	-88.753525	94.537796	-191.863680	0.700313	-0.118997	0.703848	0.000000
0.448900	50.000000	9898.000000	0.000000	55.000000	45.088371	69.124413	-170.796520	0.340319	-0.825267	-0.229744	0.387730	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.075790	65.991554	-196.573200	0.738369	0.671688	-0.060385	-0.000000	9.000000	55.000000	-44.758873	-46.655804	-96.042023	0.405076	0.904747	0.131704	-0.000000	10.000000	55.000000	-50.259205	-69.813980	-225.183580	0.948648	-0.146613	0.280308	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.585960	77.128983	-162.879430	0.681425	-0.100593	0.724942	0.000000	14.000000	55.000000	-84.696091	69.320564	-209.333680	0.741639	-0.175739	0.647370	0.000000	15.000000	55.000000	-88.746773	94.505272	-191.780080	0.700279	-0.118936	0.703891	0.000000
0.458900	51.000000	10119.000000	0.000000	55.000000	45.098911	69.072594	-170.793460	0.340412	-0.825265	-0.229594	0.387742	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.063087	65.923386	-196.558650	0.738450	0.671600	-0.060376	0.000000	9.000000	55.000000	-44.770199	-46.694813	-96.033249	0.405037	0.904772	0.131653	-0.000000	10.000000	55.000000	-50.253078	-69.866295	-225.216890	0.948658	-0.146713	0.280221	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.591476	77.084305	-162.879350	0.681446	-0.100793	0.724895	0.000000	14.000000	55.000000	-84.746857	69.263329	-209.330180	0.741522	-0.176056	0.647417	0.000000	15.000000	55.000000	-88.768486	94.482971	-191.769710	0.700241	-0.119042	0.703912	0.000000
0.468900	52.000000	10339.000000	0.000000	55.000000	45.113911	69.029724	-170.800960	0.340465	-0.825286	-0.229483	0.387718	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.128376	65.930862	-196.521420	0.738307	0.671744	-0.060514	0.000000	9.000000	55.000000	-44.763706	-46.737316	-96.037758	0.405014	0.904788	0.131615	-0.000000	10.000000	55.000000	-50.263874	-69.895691	-225.192290	0.948634	-0.146754	0.280281	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.576401	77.059044	-162.878310	0.681477	-0.100773	0.724869	0.000000	14.000000	55.000000	-84.727905	69.236610	-209.378400	0.741609	-0.176138	0.647296	-0.000000	15.000000	55.000000	-88.705154	94.272293	-191.701050	0.700287	-0.119331	0.703817	-0.000000
0.478900	53.000000	10559.000000	0.000000	55.000000	45.120785	68.960190	-170.812520	0.340281	-0.825402	-0.229334	0.387718	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.194778	65.923683	-196.531860	0.738212	0.671831	-0.060711	0.000000	9.000000	55.000000	-44.755829	-46.768948	-96.034691	0.404950	0.904809	0.131669	0.000000	10.000000	55.000000	-50.214886	-69.804085	-225.232190	0.948795	-0.146120	0.280067	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.547119	77.065331	-162.854450	0.681526	-0.100621	0.724843	-0.000000	14.000000	55.000000	-84.692795	69.218010	-209.395080	0.741709	-0.176064	0.647201	-0.000000	15.000000	55.000000	-88.697311	94.124458	-191.628400	0.700223	-0.119480	0.703855	0.000000
0.488800	54.000000	10779.000000	0.000000	55.000000	45.154724	68.910225	-170.808790	0.340227	-0.825490	-0.229266	0.387618	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.232536	65.928596	-196.518630	0.738097	0.671945	-0.060856	0.000000	9.000000	55.000000	-44.752682	-46.808640	-96.030251	0.404960	0.904811	0.131620	0.000000	10.000000	55.000000	-50.231228	-69.872200	-225.245190	0.948746	-0.146284	0.280147	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.535904	77.040260	-162.819950	0.681521	-0.100605	0.724850	0.000000	14.000000	55.000000	-84.665512	69.166161	-209.283190	0.741669	-0.176024	0.647258	-0.000000	15.000000	55.000000	-88.672760	94.167618	-191.530530	0.700203	-0.119217	0.703920	0.000000
0.498900	55.000000	11000.000000	0.000000	55.000000	45.195866	68.842529	-170.821210	0.340378	-0.825500	-0.229049	0.387595	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.251450	65.879875	-196.485440	0.738110	0.671918	-0.060986	0.000000	9.000000	55.000000	-44.751522	-46.844284	-96.033318	0.404928	0.904865	0.131348	0.000000	10.000000	55.000000	-50.263245	-69.857658	-225.225650	0.948736	-0.146120	0.280264	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.521561	77.059280	-162.822590	0.681528	-0.100402	0.724872	0.000000	14.000000	55.000000	-84.646317	69.048820	-209.291320	0.741656	-0.176090	0.647255	0.000000	15.000000	55.000000	-88.653435	94.171494	-191.507810	0.700225	-0.119262	0.703890	0.000000
0.508800	56.000000	11220.000000	0.000000	55.000000	45.242504	68.789276	-170.827220	0.340105	-0.825691	-0.229009	0.387449	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.301884	65.888489	-196.415190	0.737953	0.672079	-0.061120	-0.000000	9.000000	55.000000	-44.746834	-46.871204	-96.028481	0.404862	0.904903	0.131294	-0.000000	10.000000	55.000000	-50.318356	-69.910164	-225.226230	0.948679	-0.146179	0.280427	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.480026	77.073624	-162.794720	0.681582	-0.100131	0.724858	0.000000	14.000000	55.000000	-84.623062	69.014702	-209.291030	0.741643	-0.175996	0.647296	0.000000	15.000000	55.000000	-88.619728	94.154640	-191.496550	0.700242	-0.119184	0.703887	0.000000
0.518900	57.000000	11441.000000	0.000000	55.000000	45.285103	68.731544	-170.821010	0.340179	-0.825726	-0.228893	0.387380	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.329193	65.833061	-196.421040	0.737974	0.672046	-0.061221	-0.000000	9.000000	55.000000	-44.754189	-46.908825	-96.022148	0.404875	0.904928	0.131076	0.000000	10.000000	55.000000	-50.364891	-70.080116	-225.252030	0.948559	-0.146832	0.280493	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.449257	77.013725	-162.744080	0.681563	-0.100089	0.724882	-0.000000	14.000000	55.000000	-84.584557	69.072739	-209.281200	0.741682	-0.175653	0.647343	0.000000	15.000000	55.000000	-88.591911	94.272896	-191.526890	0.700305	-0.118695	0.703907	0.000000
0.528800	58.000000	11661.000000	0.000000	55.000000	45.323147	68.709717	-170.784820	0.340909	-0.825442	-0.228765	0.387419	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.386318	65.733421	-196.399050	0.738085	0.671907	-0.061408	-0.000000	9.000000	55.000000	-44.743820	-46.938061	-96.027107	0.404851	0.904961	0.130923	0.000000	10.000000	55.000000	-50.302376	-70.016090	-225.293000	0.948695	-0.146333	0.280293	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.420074	77.004578	-162.732070	0.681563	-0.099947	0.724902	-0.000000	14.000000	55.000000	-84.568977	68.997261	-209.241620	0.741612	-0.175767	0.647393	0.000000	15.000000	55.000000	-88.604813	94.359261	-191.523210	0.700221	-0.118355	0.704047	0.000000
0.538900	59.000000	11882.000000	0.000000	55.000000	45.390888	68.669296	-170.780790	0.341561	-0.825275	-0.228516	0.387346	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.422791	65.681595	-196.424850	0.738086	0.671891	-0.061578	0.000000	9.000000	55.000000	-44.741234	-46.969200	-96.021317	0.404864	0.904987	0.130702	0.000000	10.000000	55.000000	-50.349808	-69.976433	-225.325990	0.948685	-0.145879	0.280563	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.376633	76.916649	-162.703770	0.681559	-0.099971	0.724903	-0.000000	14.000000	55.000000	-84.463196	68.929390	-209.243900	0.741712	-0.175468	0.647359	0.000000	15.000000	55.000000	-88.532272	94.286293	-191.497270	0.700264	-0.118220	0.704027	0.000000
0.548800	60.000000	12102.000000	0.000000	55.000000	45.440022	68.632065	-170.773030	0.341998	-0.825171	-0.228350	0.387282	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.533604	65.671570	-196.399830	0.737974	0.671982	-0.061927	0.000000	9.000000	55.000000	-44.733246	-46.986534	-96.022339	0.404848	0.905033	0.130439	0.000000	10.000000	55.000000	-50.405880	-69.896469	-225.349010	0.948685	-0.145222	0.280906	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.343491	76.876007	-162.719190	0.681547	-0.099886	0.724926	0.000000	14.000000	55.000000	-84.383018	68.866402	-209.255910	0.741787	-0.175365	0.647301	0.000000	15.000000	55.000000	-88.467789	94.254570	-191.497880	0.700320	-0.118098	0.703992	0.000000
0.558800	61.000000	12322.000000	0.000000	55.000000	45.506084	68.619110	-170.743900	0.341969	-0.825246	-0.228485	0.387068	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.576439	65.656105	-196.433380	0.737915	0.672032	-0.062091	0.000000	9.000000	55.000000	-44.725063	-47.009666	-96.025337	0.404891	0.905045	0.130217	0.000000	10.000000	55.000000	-50.418793	-69.820145	-225.388640	0.948768	-0.144546	0.280972	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.297615	76.912918	-162.711910	0.681542	-0.099438	0.724992	-0.000000	14.000000	55.000000	-84.301308	68.900101	-209.274140	0.741885	-0.174868	0.647324	0.000000	15.000000	55.000000	-88.412270	94.235947	-191.484450	0.700339	-0.117887	0.704008	0.000000
0.568800	62.000000	12542.000000	0.000000	55.000000	45.548939	68.580643	-170.725880	0.342115	-0.825219	-0.228443	0.387020	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.629383	65.603477	-196.436750	0.737940	0.671985	-0.062296	-0.000000	9.000000	55.000000	-44.713943	-47.025253	-96.023788	0.404901	0.905051	0.130143	-0.000000	10.000000	55.000000	-50.445709	-69.775085	-225.421800	0.948798	-0.144015	0.281143	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.271896	76.871368	-162.699540	0.681482	-0.099387	0.725055	0.000000	14.000000	55.000000	-84.317383	68.909477	-209.251690	0.741740	-0.174660	0.647545	0.000000	15.000000	55.000000	-88.396606	94.258385	-191.505510	0.700252	-0.117520	0.704156	0.000000
0.578800	63.000000	12763.000000	0.000000	55.000000	45.596806	68.543427	-170.723140	0.342321	-0.825196	-0.228293	0.386976	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.659195	65.519653	-196.434630	0.738030	0.671870	-0.062471	0.000000	9.000000	55.000000	-44.699764	-47.042377	-96.026421	0.404944	0.905073	0.129856	0.000000	10.000000	55.000000	-50.482811	-69.920364	-225.385910	0.948669	-0.144575	0.281292	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.239525	76.848701	-162.742190	0.681472	-0.099295	0.725077	0.000000	14.000000	55.000000	-84.266571	68.876053	-209.273380	0.741733	-0.174446	0.647612	0.000000	15.000000	55.000000	-88.349045	94.250359	-191.522870	0.700257	-0.117502	0.704154	0.000000
0.588800	64.000000	12983.000000	0.000000	55.000000	45.664215	68.475784	-170.734790	0.342127	-0.825393	-0.228146	0.386815	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.711617	65.454338	-196.438690	0.738077	0.671804	-0.062625	-0.000000	9.000000	55.000000	-44.686729	-47.048996	-96.031891	0.404933	0.905100	0.129708	0.000000	10.000000	55.000000	-50.493576	-69.877831	-225.430790	0.948710	-0.144107	0.281395	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.180992	76.841103	-162.763340	0.681494	-0.099027	0.725093	0.000000	14.000000	55.000000	-84.192184	68.870834	-209.247410	0.741761	-0.174110	0.647670	0.000000	15.000000	55.000000	-88.277351	94.186638	-191.610310	0.700329	-0.117392	0.704101	0.000000
