AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 9 Id	Sensor 9 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 10 Id	Sensor 10 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 11 Id	Sensor 11 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 12 Id	Sensor 12 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 13 Id	Sensor 13 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 14 Id	Sensor 14 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 15 Id	Sensor 15 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 16 Id	Sensor 16 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.598800	65.000000	13203.000000	0.000000	55.000000	45.701435	68.417999	-170.748380	0.341995	-0.825504	-0.228013	0.386772	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.710667	65.367722	-196.482380	0.738209	0.671656	-0.062645	0.000000	9.000000	55.000000	-44.675728	-47.062279	-96.037216	0.404971	0.905103	0.129563	0.000000	10.000000	55.000000	-50.398567	-69.921661	-225.402240	0.948791	-0.144168	0.281089	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.138428	76.854385	-162.792370	0.681500	-0.098820	0.725116	0.000000	14.000000	55.000000	-84.158325	68.865433	-209.228420	0.741669	-0.173886	0.647835	0.000000	15.000000	55.000000	-88.209351	94.189384	-191.604550	0.700325	-0.117015	0.704167	0.000000
0.608800	66.000000	13423.000000	0.000000	55.000000	45.727215	68.368057	-170.764910	0.342446	-0.825375	-0.227718	0.386822	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.756565	65.277611	-196.509480	0.738335	0.671497	-0.062878	-0.000000	9.000000	55.000000	-44.678730	-47.067272	-96.034737	0.404998	0.905149	0.129157	0.000000	10.000000	55.000000	-50.369156	-69.899521	-225.372500	0.948816	-0.143924	0.281131	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.082825	76.808617	-162.810030	0.681501	-0.098718	0.725128	0.000000	14.000000	55.000000	-84.097084	68.817238	-209.258440	0.741693	-0.173906	0.647803	0.000000	15.000000	55.000000	-88.175674	94.290237	-191.612580	0.700275	-0.116584	0.704289	0.000000
0.618800	67.000000	13644.000000	0.000000	55.000000	45.769363	68.330109	-170.780430	0.342590	-0.825330	-0.227629	0.386843	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.832237	65.194191	-196.511630	0.738438	0.671356	-0.063172	0.000000	9.000000	55.000000	-44.672558	-47.066414	-96.034706	0.404986	0.905215	0.128736	0.000000	10.000000	55.000000	-50.327965	-69.869766	-225.384770	0.948879	-0.143613	0.281076	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.006226	76.824013	-162.847200	0.681577	-0.098371	0.725104	0.000000	14.000000	55.000000	-84.057205	68.814720	-209.295170	0.741665	-0.173732	0.647881	-0.000000	15.000000	55.000000	-88.086258	94.076492	-191.585510	0.700264	-0.116674	0.704285	0.000000
0.628800	68.000000	13864.000000	0.000000	55.000000	45.821709	68.243011	-170.844420	0.342099	-0.825665	-0.227346	0.386729	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.870930	65.227615	-196.556580	0.738300	0.671491	-0.063344	-0.000000	9.000000	55.000000	-44.674908	-47.071026	-96.035469	0.405018	0.905253	0.128364	0.000000	10.000000	55.000000	-50.341850	-69.988174	-225.347900	0.948776	-0.144097	0.281176	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.930840	76.779282	-162.846010	0.681624	-0.098126	0.725093	0.000000	14.000000	55.000000	-83.987137	68.747818	-209.283950	0.741652	-0.173559	0.647942	0.000000	15.000000	55.000000	-88.039680	94.029900	-191.575000	0.700205	-0.116615	0.704354	-0.000000
0.638700	69.000000	14084.000000	0.000000	55.000000	45.854156	68.193398	-170.874360	0.342149	-0.825717	-0.227152	0.386688	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.911091	65.215065	-196.562560	0.738270	0.671508	-0.063515	-0.000000	9.000000	55.000000	-44.666641	-47.081982	-96.051704	0.405082	0.905251	0.128175	-0.000000	10.000000	55.000000	-50.295822	-69.990181	-225.343350	0.948843	-0.143993	0.281002	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.869942	76.791763	-162.853290	0.681657	-0.097785	0.725108	0.000000	14.000000	55.000000	-83.963455	68.717148	-209.351910	0.741625	-0.173468	0.647998	-0.000000	15.000000	55.000000	-87.992882	94.033829	-191.617320	0.700198	-0.116522	0.704376	0.000000
0.648700	70.000000	14304.000000	0.000000	55.000000	45.916740	68.108482	-170.914630	0.342072	-0.825900	-0.226783	0.386581	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.895508	65.137016	-196.598650	0.738397	0.671355	-0.063666	-0.000000	9.000000	55.000000	-44.670433	-47.099106	-96.062347	0.405189	0.905244	0.127889	-0.000000	10.000000	55.000000	-50.274929	-69.959419	-225.372650	0.948888	-0.143647	0.281029	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.841087	76.798485	-162.863070	0.681610	-0.097581	0.725180	0.000000	14.000000	55.000000	-83.924171	68.682343	-209.368440	0.741590	-0.173318	0.648078	0.000000	15.000000	55.000000	-87.914680	94.084877	-191.614410	0.700220	-0.116121	0.704420	0.000000
0.658700	71.000000	14525.000000	0.000000	55.000000	45.941795	68.050453	-170.948790	0.342590	-0.825736	-0.226372	0.386713	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.921379	65.078217	-196.635190	0.738482	0.671239	-0.063898	-0.000000	9.000000	55.000000	-44.670692	-47.094753	-96.064453	0.405186	0.905281	0.127636	-0.000000	10.000000	55.000000	-50.291351	-69.834679	-225.305220	0.948899	-0.143020	0.281311	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.785599	76.737129	-162.862500	0.681600	-0.097510	0.725198	-0.000000	14.000000	55.000000	-83.927063	68.642998	-209.388230	0.741459	-0.173383	0.648210	0.000000	15.000000	55.000000	-87.848869	94.108276	-191.589720	0.700205	-0.115814	0.704486	-0.000000
0.668700	72.000000	14745.000000	0.000000	55.000000	45.981983	68.020531	-170.980240	0.342852	-0.825691	-0.226175	0.386693	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.917828	65.051758	-196.683990	0.738496	0.671207	-0.064064	0.000000	9.000000	55.000000	-44.680439	-47.088749	-96.067886	0.405184	0.905358	0.127095	0.000000	10.000000	55.000000	-50.266495	-69.895332	-225.305340	0.948868	-0.143240	0.281303	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.713005	76.733780	-162.872160	0.681656	-0.097177	0.725190	0.000000	14.000000	55.000000	-83.836464	68.610779	-209.427290	0.741536	-0.173103	0.648197	0.000000	15.000000	55.000000	-87.776497	94.120407	-191.632130	0.700263	-0.115683	0.704450	-0.000000
0.678700	73.000000	14966.000000	0.000000	55.000000	46.033394	67.973518	-170.987660	0.343076	-0.825690	-0.225933	0.386638	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.973923	65.039497	-196.721220	0.738460	0.671224	-0.064310	-0.000000	9.000000	55.000000	-44.703873	-47.072880	-96.061485	0.405144	0.905443	0.126612	0.000000	10.000000	55.000000	-50.232388	-70.053574	-225.313950	0.948806	-0.143945	0.281152	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.639908	76.745445	-162.872700	0.681693	-0.096745	0.725214	0.000000	14.000000	55.000000	-83.753174	68.612663	-209.364810	0.741541	-0.172800	0.648273	0.000000	15.000000	55.000000	-87.694649	94.220177	-191.648570	0.700314	-0.115135	0.704489	0.000000
0.688700	74.000000	15186.000000	0.000000	55.000000	46.074608	67.939468	-171.002060	0.342956	-0.825810	-0.225868	0.386526	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.029545	64.979828	-196.762220	0.738536	0.671109	-0.064624	-0.000000	9.000000	55.000000	-44.722866	-47.065971	-96.064903	0.405158	0.905505	0.126127	-0.000000	10.000000	55.000000	-50.237350	-70.090942	-225.254880	0.948741	-0.144171	0.281257	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.605080	76.791969	-162.908360	0.681678	-0.096389	0.725275	0.000000	14.000000	55.000000	-83.753098	68.703468	-209.488270	0.741494	-0.172479	0.648412	0.000000	15.000000	55.000000	-87.620712	94.247765	-191.647980	0.700328	-0.114860	0.704520	0.000000
0.698700	75.000000	15407.000000	0.000000	55.000000	46.143322	67.896126	-170.985610	0.343200	-0.825861	-0.225599	0.386358	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.085918	64.978592	-196.747040	0.738454	0.671161	-0.065022	0.000000	9.000000	55.000000	-44.722115	-47.049736	-96.076256	0.405145	0.905546	0.125873	-0.000000	10.000000	55.000000	-50.295815	-70.063553	-225.292330	0.948688	-0.143910	0.281568	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.544785	76.798538	-162.909530	0.681682	-0.096013	0.725321	0.000000	14.000000	55.000000	-83.680367	68.792801	-209.505250	0.741567	-0.171955	0.648467	0.000000	15.000000	55.000000	-87.561806	94.303017	-191.708720	0.700325	-0.114413	0.704595	0.000000
0.708700	76.000000	15627.000000	0.000000	55.000000	46.199703	67.867851	-170.979160	0.342902	-0.826056	-0.225619	0.386193	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.158974	64.942123	-196.735320	0.738478	0.671099	-0.065386	-0.000000	9.000000	55.000000	-44.728638	-47.037037	-96.085091	0.405174	0.905582	0.125523	0.000000	10.000000	55.000000	-50.332706	-70.272034	-225.290890	0.948487	-0.144973	0.281702	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.500511	76.862358	-162.927190	0.681657	-0.095502	0.725413	-0.000000	14.000000	55.000000	-83.649780	68.858444	-209.512660	0.741503	-0.171524	0.648655	0.000000	15.000000	55.000000	-87.444283	94.219757	-191.719010	0.700392	-0.114172	0.704568	0.000000
0.718700	77.000000	15847.000000	0.000000	55.000000	46.262287	67.802116	-170.987780	0.342738	-0.826300	-0.225304	0.386000	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.178425	64.885239	-196.743040	0.738550	0.670990	-0.065700	0.000000	9.000000	55.000000	-44.732582	-47.025120	-96.101379	0.405236	0.905596	0.125220	0.000000	10.000000	55.000000	-50.311302	-70.313652	-225.243640	0.948472	-0.145161	0.281654	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.467896	76.877411	-162.948040	0.681584	-0.095187	0.725522	-0.000000	14.000000	55.000000	-83.581863	68.715561	-209.551760	0.741473	-0.171521	0.648690	0.000000	15.000000	55.000000	-87.416389	94.339638	-191.781920	0.700341	-0.113745	0.704687	0.000000
0.728700	78.000000	16067.000000	0.000000	55.000000	46.312229	67.757721	-170.985900	0.342488	-0.826495	-0.225204	0.385864	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.241482	64.778206	-196.723650	0.738705	0.670774	-0.066161	0.000000	9.000000	55.000000	-44.757317	-47.007824	-96.102730	0.405260	0.905655	0.124715	0.000000	10.000000	55.000000	-50.444279	-70.166885	-225.303820	0.948412	-0.144256	0.282319	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.387596	76.878052	-162.984510	0.681652	-0.094829	0.725506	0.000000	14.000000	55.000000	-83.547256	68.871132	-209.630340	0.741487	-0.170965	0.648820	-0.000000	15.000000	55.000000	-87.265999	94.363647	-191.791530	0.700516	-0.113142	0.704610	0.000000
0.738700	79.000000	16288.000000	0.000000	55.000000	46.375694	67.722809	-170.973650	0.342003	-0.826807	-0.225187	0.385636	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.340302	64.718369	-196.717150	0.738759	0.670663	-0.066685	0.000000	9.000000	55.000000	-44.785126	-46.981297	-96.096352	0.405284	0.905736	0.124041	0.000000	10.000000	55.000000	-50.442650	-70.231819	-225.296890	0.948367	-0.144609	0.282292	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.308235	76.909088	-163.045390	0.681745	-0.094419	0.725471	0.000000	14.000000	55.000000	-83.515228	69.003365	-209.618270	0.741450	-0.170381	0.649017	0.000000	15.000000	55.000000	-87.204651	94.380692	-191.811600	0.700506	-0.112757	0.704683	0.000000
0.748700	80.000000	16508.000000	0.000000	55.000000	46.432167	67.715607	-170.965790	0.342312	-0.826768	-0.225061	0.385519	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.448532	64.694405	-196.660570	0.738728	0.670649	-0.067162	0.000000	9.000000	55.000000	-44.802917	-46.956093	-96.094170	0.405317	0.905801	0.123462	0.000000	10.000000	55.000000	-50.433357	-70.249977	-225.246170	0.948349	-0.144772	0.282269	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.226471	76.979942	-163.078160	0.681824	-0.093826	0.725474	0.000000	14.000000	55.000000	-83.399551	69.014412	-209.625520	0.741545	-0.169981	0.649013	0.000000	15.000000	55.000000	-87.175018	94.314476	-191.852130	0.700426	-0.112660	0.704777	-0.000000
0.758600	81.000000	16728.000000	0.000000	55.000000	46.491344	67.652252	-170.971620	0.341575	-0.827240	-0.224955	0.385221	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.545589	64.673317	-196.625530	0.738682	0.670648	-0.067681	0.000000	9.000000	55.000000	-44.810215	-46.935295	-96.104843	0.405390	0.905812	0.123139	0.000000	10.000000	55.000000	-50.408932	-70.401260	-225.241330	0.948279	-0.145583	0.282086	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.173500	77.113556	-163.131670	0.681883	-0.093187	0.725501	0.000000	14.000000	55.000000	-83.287086	69.235352	-209.692280	0.741769	-0.168932	0.649030	0.000000	15.000000	55.000000	-87.118805	94.304192	-191.923660	0.700418	-0.112433	0.704822	0.000000
0.768600	82.000000	16948.000000	0.000000	55.000000	46.533756	67.598877	-170.960250	0.341550	-0.827369	-0.224666	0.385135	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.579597	64.623085	-196.626680	0.738756	0.670527	-0.068066	0.000000	9.000000	55.000000	-44.825748	-46.910507	-96.113243	0.405439	0.905829	0.122855	-0.000000	10.000000	55.000000	-50.439682	-70.376801	-225.205900	0.948239	-0.145532	0.282246	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.104424	77.184540	-163.165070	0.681964	-0.092623	0.725497	0.000000	14.000000	55.000000	-83.261566	69.312195	-209.710460	0.741722	-0.168518	0.649192	0.000000	15.000000	55.000000	-87.030945	94.347656	-191.935850	0.700478	-0.111956	0.704838	0.000000
0.778600	83.000000	17169.000000	0.000000	55.000000	46.574654	67.584404	-170.960050	0.341263	-0.827583	-0.224644	0.384942	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.667542	64.605408	-196.615330	0.738740	0.670491	-0.068591	0.000000	9.000000	55.000000	-44.829872	-46.886982	-96.130554	0.405496	0.905826	0.122687	-0.000000	10.000000	55.000000	-50.468697	-70.138062	-225.225010	0.948346	-0.144310	0.282514	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.065697	77.214531	-163.195690	0.681974	-0.092263	0.725534	-0.000000	14.000000	55.000000	-83.227142	69.391136	-209.823780	0.741769	-0.168066	0.649255	0.000000	15.000000	55.000000	-86.982300	94.317688	-191.991730	0.700494	-0.111711	0.704861	-0.000000
0.788600	84.000000	17389.000000	0.000000	55.000000	46.599674	67.584160	-170.945650	0.341517	-0.827544	-0.224492	0.384889	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.703671	64.617256	-196.605910	0.738674	0.670529	-0.068924	0.000000	9.000000	55.000000	-44.843594	-46.862045	-96.133751	0.405557	0.905824	0.122498	-0.000000	10.000000	55.000000	-50.494202	-70.167534	-225.215300	0.948298	-0.144533	0.282563	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.004051	77.227661	-163.218860	0.682058	-0.091903	0.725501	-0.000000	14.000000	55.000000	-83.135902	69.402603	-209.821730	0.741871	-0.167671	0.649241	0.000000	15.000000	55.000000	-86.955856	94.403427	-192.028240	0.700488	-0.111310	0.704930	0.000000
0.798600	85.000000	17610.000000	0.000000	55.000000	46.632198	67.610466	-170.934890	0.341697	-0.827548	-0.224514	0.384710	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.748692	64.575676	-196.611570	0.738759	0.670406	-0.069225	0.000000	9.000000	55.000000	-44.876728	-46.835663	-96.136230	0.405609	0.905841	0.122205	-0.000000	10.000000	55.000000	-50.455814	-70.256317	-225.202090	0.948296	-0.145139	0.282258	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-83.951859	77.260674	-163.251560	0.682178	-0.091576	0.725429	0.000000	14.000000	55.000000	-83.109131	69.387177	-209.844560	0.741879	-0.167567	0.649259	-0.000000	15.000000	55.000000	-86.913994	94.401505	-192.022420	0.700494	-0.111059	0.704964	0.000000
0.808600	86.000000	17830.000000	0.000000	55.000000	46.647453	67.635246	-170.923920	0.341841	-0.827551	-0.224465	0.384603	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.734913	64.556961	-196.627620	0.738811	0.670329	-0.069414	0.000000	9.000000	55.000000	-44.898838	-46.804131	-96.144775	0.405619	0.905850	0.122103	0.000000	10.000000	55.000000	-50.442783	-70.180244	-225.234360	0.948404	-0.144726	0.282107	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-83.916489	77.302742	-163.320830	0.682305	-0.091329	0.725340	0.000000	14.000000	55.000000	-83.041183	69.425461	-209.913770	0.742032	-0.167213	0.649175	-0.000000	15.000000	55.000000	-86.870461	94.400757	-192.026730	0.700583	-0.110866	0.704906	0.000000
0.818600	87.000000	18051.000000	0.000000	55.000000	46.660896	67.691750	-170.908720	0.342511	-0.827336	-0.224372	0.384522	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.779202	64.621590	-196.604220	0.738682	0.670447	-0.069633	-0.000000	9.000000	55.000000	-44.927132	-46.770458	-96.154144	0.405609	0.905843	0.122190	-0.000000	10.000000	55.000000	-50.481602	-70.049881	-225.297500	0.948462	-0.144207	0.282176	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-83.885544	77.368324	-163.354160	0.682465	-0.091051	0.725225	0.000000	14.000000	55.000000	-83.006821	69.571136	-209.959750	0.742215	-0.166876	0.649053	0.000000	15.000000	55.000000	-86.818314	94.415840	-192.047000	0.700741	-0.110694	0.704776	0.000000
0.828600	88.000000	18271.000000	0.000000	55.000000	46.649029	67.745956	-170.901170	0.342908	-0.827171	-0.224374	0.384524	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.798145	64.714417	-196.619460	0.738554	0.670578	-0.069732	0.000000	9.000000	55.000000	-44.945480	-46.722286	-96.158752	0.405559	0.905853	0.122280	-0.000000	10.000000	55.000000	-50.361347	-70.078537	-225.273880	0.948604	-0.144643	0.281478	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-83.945824	77.496483	-163.386760	0.682433	-0.090905	0.725274	-0.000000	14.000000	55.000000	-83.002892	69.607819	-210.047780	0.742327	-0.166826	0.648938	-0.000000	15.000000	55.000000	-86.874557	94.413818	-192.116180	0.700709	-0.110917	0.704773	0.000000
0.838600	89.000000	18491.000000	0.000000	55.000000	46.612324	67.810432	-170.916200	0.343540	-0.826897	-0.224252	0.384620	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.753777	64.800598	-196.592760	0.738479	0.670669	-0.069653	-0.000000	9.000000	55.000000	-45.041466	-46.916195	-96.215744	0.407041	0.904976	0.123838	0.000000	10.000000	55.000000	-50.357635	-69.996620	-225.304520	0.948660	-0.144412	0.281407	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-83.989204	77.538376	-163.426090	0.682484	-0.090992	0.725215	0.000000	14.000000	55.000000	-83.032646	69.629280	-210.139860	0.742399	-0.167027	0.648804	-0.000000	15.000000	55.000000	-86.853897	94.439087	-192.117430	0.700844	-0.110805	0.704656	-0.000000
0.848600	90.000000	18711.000000	0.000000	55.000000	46.528770	67.910065	-170.937810	0.343747	-0.826701	-0.224378	0.384781	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.661789	64.882256	-196.638850	0.738502	0.670674	-0.069360	0.000000	9.000000	55.000000	-45.107857	-46.412907	-96.159500	0.405377	0.905585	0.124839	-0.000000	10.000000	55.000000	-50.364315	-69.979279	-225.318920	0.948658	-0.144668	0.281280	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.518921	77.307907	-162.885800	0.681407	-0.094220	0.725815	-0.000000	14.000000	55.000000	-83.178574	69.738861	-210.248830	0.742310	-0.167352	0.648822	-0.000000	15.000000	55.000000	-86.950768	94.557693	-192.194340	0.700885	-0.110998	0.704585	0.000000
0.858600	91.000000	18932.000000	0.000000	55.000000	46.438526	68.056320	-170.964070	0.343938	-0.826479	-0.224670	0.384920	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	43.541431	64.972664	-196.649660	0.738573	0.670646	-0.068873	0.000000	9.000000	55.000000	-44.988384	-46.266987	-96.216873	0.405183	0.905392	0.126853	0.000000	10.000000	55.000000	-50.423557	-69.887810	-225.359510	0.948606	-0.144538	0.281523	-0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-84.941605	77.508095	-163.349760	0.681768	-0.095559	0.725301	0.000000	14.000000	55.000000	-83.228676	69.611580	-210.230240	0.742314	-0.168074	0.648631	0.000000	15.000000	55.000000	-87.062088	94.633812	-192.249420	0.700933	-0.111368	0.704479	0.000000
0.868600	92.000000	19152.000000	0.000000	55.000000	46.228489	67.875359	-171.308460	0.325369	-0.833856	-0.227071	0.383742	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.702847	64.988556	-197.676270	0.740830	0.668572	-0.064673	-0.000000	9.000000	55.000000	-45.088436	-46.195789	-96.244949	0.405568	0.905189	0.127072	0.000000	10.000000	55.000000	-50.396778	-69.771484	-225.398090	0.948711	-0.144491	0.281195	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.224174	77.779984	-163.407550	0.681757	-0.096725	0.725156	0.000000	14.000000	55.000000	-83.310173	69.678757	-210.336840	0.742488	-0.168556	0.648306	0.000000	15.000000	55.000000	-87.252640	94.543808	-192.321750	0.700867	-0.112419	0.704377	0.000000
0.878500	93.000000	19372.000000	0.000000	55.000000	45.955269	68.479965	-171.127760	0.340633	-0.826614	-0.226422	0.386538	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	42.002754	65.986641	-197.179020	0.739743	0.670113	-0.061073	0.000000	9.000000	55.000000	-45.023952	-46.037090	-96.279503	0.405778	0.904828	0.128961	0.000000	10.000000	55.000000	-50.452549	-69.844887	-225.387410	0.948534	-0.145538	0.281252	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-85.608185	77.838310	-163.464200	0.681552	-0.098737	0.725078	0.000000	14.000000	55.000000	-83.482658	69.754257	-210.414250	0.742486	-0.169294	0.648115	0.000000	15.000000	55.000000	-87.481567	94.647118	-192.361100	0.700795	-0.113166	0.704329	0.000000
0.888500	94.000000	19592.000000	0.000000	55.000000	44.935341	69.298096	-171.453550	0.343781	-0.824054	-0.226650	0.389075	2.000000	119.000000								3.000000	119.000000								4.000000	119.000000								5.000000	119.000000								6.000000	55.000000								7.000000	119.000000								8.000000	55.000000	41.688805	66.673828	-196.849500	0.738802	0.671294	-0.059464	-0.000000	9.000000	55.000000	-44.962765	-45.852287	-96.231918	0.405685	0.904536	0.131283	0.000000	10.000000	55.000000	-50.389187	-69.727905	-225.424120	0.948630	-0.145722	0.280831	0.000000	11.000000	55.000000								12.000000	119.000000								13.000000	55.000000	-86.075623	77.507355	-163.444760	0.681031	-0.102325	0.725070	-0.000000	14.000000	55.000000	-83.685570	69.727676	-210.594960	0.742530	-0.170565	0.647732	-0.000000	15.000000	55.000000	-89.085312	93.976486	-190.913270	0.698017	-0.121364	0.705721	0.000000
